step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2694,3,44695848,23.746,3.549,5065.561,5003.232,5056.875,1.529,68.631,6.973,5139.273,5179.468
1,0,2729,2702,3,44695848,24.834,3.373,5131.415,5131.081,5123.107,1.246,68.502,7.879,5204.538,5246.867
2,0,2729,2706,3,44695848,24.732,3.165,5105.478,5105.180,5099.901,1.241,68.747,7.819,5178.632,5220.769
3,0,2729,2696,3,44695848,23.853,3.349,5064.624,5003.540,5056.174,1.200,68.746,6.883,5137.922,5177.747
4,0,2729,2697,3,44695848,2.778,3.172,5064.630,5001.970,5056.327,1.233,68.440,7.878,5137.478,5158.020
5,0,2729,2711,3,44695848,2.967,3.349,5223.164,5222.852,5214.870,1.365,44.100,2.766,5271.980,5282.580
6,0,2729,2699,3,44695848,2.760,3.156,5231.745,5231.426,5223.348,1.390,45.852,2.695,5282.145,5292.512
7,0,2729,2700,3,44695848,24.244,3.020,5099.076,5098.746,5091.000,1.651,68.443,8.186,5172.191,5214.250
8,0,2729,2701,3,44695848,24.736,3.107,5077.524,5077.230,5071.312,1.099,69.464,8.276,5151.195,5193.822
9,0,2729,2694,3,44695848,23.792,3.040,5065.358,5065.048,5056.856,1.444,69.024,8.180,5138.869,5180.699
10,0,2729,2707,3,44695848,25.227,3.429,5101.854,5101.532,5093.386,1.115,69.140,8.156,5175.541,5218.871
11,0,2729,2703,3,44695848,2.754,3.074,5061.998,5002.115,5056.498,1.387,68.823,7.870,5135.285,5156.174
12,0,2729,2704,3,44695848,2.759,3.082,5064.457,5002.813,5056.400,1.084,44.705,2.784,5113.330,5124.040
13,0,2729,2695,3,44695848,24.034,3.326,5065.060,5001.936,5056.528,1.536,68.327,6.722,5138.251,5178.258
14,0,2729,2700,3,44695848,24.401,3.075,5064.835,5001.924,5056.785,1.358,69.413,6.931,5138.684,5179.536
15,0,2729,2691,3,44695848,2.740,3.013,5062.338,5003.071,5056.836,1.470,69.049,7.929,5135.873,5156.963
16,0,2729,2702,3,44695848,2.767,3.132,5064.777,5003.183,5056.667,1.315,67.053,6.636,5136.280,5155.333
