step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2729,1,44695848,23.773,3.143,65.737,8.733,56.545,0.092,69.026,7.186,138.000,179.110
1,0,2729,2729,1,44695848,24.270,3.235,63.695,63.348,58.201,0.041,66.978,6.890,133.951,175.191
2,0,2729,2729,1,44695848,2.836,2.972,135.921,135.610,127.486,0.040,67.380,6.857,206.315,225.232
3,0,2729,2729,1,44695848,23.828,2.997,512.106,511.758,503.869,0.058,69.117,8.693,584.280,626.426
4,0,2729,2729,1,44695848,2.844,2.958,375.233,374.921,366.942,0.058,46.594,2.973,424.846,436.130
5,0,2729,2729,1,44695848,23.883,2.928,258.432,258.058,250.090,0.046,69.880,8.109,331.289,373.705
6,0,2729,2729,1,44695848,2.784,2.938,671.036,670.667,662.619,0.057,18.896,3.023,692.930,703.889
7,0,2729,2729,1,44695848,23.342,2.960,164.684,164.383,156.354,0.054,68.959,8.454,236.660,278.161
8,0,2729,2729,1,44695848,2.830,2.948,385.935,385.626,378.964,0.054,69.202,8.433,458.142,479.800
9,0,2729,2729,1,44695848,2.810,2.980,533.023,532.688,524.569,0.049,48.716,2.818,584.770,595.576
10,0,2729,2729,1,44695848,2.679,2.905,517.796,517.453,509.251,0.055,42.488,4.221,563.246,574.763
11,0,2729,2729,1,44695848,2.657,2.893,512.619,512.257,504.624,0.051,46.045,3.077,561.611,572.089
12,0,2729,2729,1,44695848,23.032,2.775,144.809,144.477,136.631,0.040,69.826,9.271,217.453,259.513
13,0,2729,2729,1,44695848,3.536,2.908,477.220,476.843,469.081,0.064,18.809,3.421,499.004,510.860
14,0,2729,2729,1,44695848,2.945,3.125,519.790,519.423,511.685,0.055,71.001,9.208,593.974,615.822
15,0,2729,2729,1,44695848,2.667,2.886,970.734,970.394,962.502,0.053,15.786,3.104,989.461,1000.142
16,0,2729,2729,1,44695848,2.674,2.941,785.117,784.813,776.584,0.040,45.429,3.387,833.528,844.713
17,0,2729,2729,1,44695848,2.644,2.703,899.778,899.504,894.243,0.040,47.722,3.172,950.244,961.154
18,0,2729,2729,1,44695848,2.668,2.926,509.794,509.480,501.690,0.045,70.705,8.885,583.472,605.174
19,0,2729,2729,1,44695848,2.650,2.765,765.877,765.504,757.457,0.053,19.425,3.099,788.122,798.914
20,0,2729,2729,1,44695848,23.054,2.785,396.959,396.628,388.662,0.036,70.089,8.300,469.870,510.896
21,0,2729,2729,1,44695848,2.624,2.773,548.800,548.483,540.324,0.057,37.894,2.806,589.527,599.675
22,0,2729,2729,1,44695848,24.393,2.775,463.727,463.380,455.608,0.055,69.549,6.818,536.108,577.160
23,0,2729,2729,1,44695848,2.633,2.846,953.812,953.517,945.532,0.044,18.919,2.978,975.624,986.284
24,0,2729,2729,1,44695848,2.797,2.797,1052.830,1052.489,1044.755,0.056,18.679,3.008,1074.364,1085.313
25,0,2729,2729,1,44695848,2.818,2.949,764.317,764.001,755.875,0.050,45.625,3.564,812.944,824.366
26,0,2729,2729,1,44695848,2.658,2.700,555.585,555.250,547.531,0.050,18.332,2.915,576.669,587.394
27,0,2729,2729,1,44695848,2.666,2.824,766.515,766.149,758.044,0.051,45.641,3.086,815.032,825.836
28,0,2729,2729,1,44695848,2.642,2.995,457.530,457.207,448.966,0.051,39.024,3.486,499.603,510.547
29,0,2729,2729,1,44695848,2.659,2.720,749.206,748.871,740.757,0.053,19.242,3.150,771.222,782.129
30,0,2729,2729,1,44695848,2.656,2.956,832.133,831.784,823.921,0.041,22.682,3.075,857.814,868.642
31,0,2729,2729,1,44695848,2.657,2.779,838.847,838.488,830.562,0.054,71.127,8.871,912.809,934.227
32,0,2729,2729,1,44695848,2.850,2.922,782.248,781.867,774.021,0.053,48.940,2.762,834.164,845.040
33,0,2729,2729,1,44695848,2.876,2.959,656.630,656.308,648.403,0.039,18.823,3.226,678.453,689.396
34,0,2729,2729,1,44695848,24.284,3.006,654.815,654.397,646.391,0.044,72.111,8.934,729.979,773.355
35,0,2729,2729,1,44695848,2.904,3.083,667.475,667.104,659.025,0.051,22.461,2.872,693.072,703.977
36,0,2729,2729,1,44695848,2.880,3.063,696.217,695.891,687.724,0.052,45.709,3.486,745.043,756.539
37,0,2729,2729,1,44695848,2.875,2.909,864.057,863.721,855.516,0.064,39.522,3.320,906.553,917.568
38,0,2729,2729,1,44695848,2.632,2.843,873.613,873.267,865.268,0.053,19.023,2.969,895.534,906.230
39,0,2729,2729,1,44695848,2.666,2.764,852.262,851.892,844.078,0.042,46.180,3.051,901.251,911.960
40,0,2729,2729,1,44695848,2.654,2.892,932.397,932.100,923.805,0.042,16.019,3.037,951.352,961.826
41,0,2729,2729,1,44695848,2.631,3.082,910.265,909.914,902.120,0.053,15.828,2.971,929.231,939.771
42,0,2729,2729,1,44695848,2.695,2.705,810.397,810.058,802.183,0.053,46.254,3.090,859.411,870.241
43,0,2729,2729,1,44695848,2.655,2.793,544.789,544.485,536.590,0.042,70.570,8.793,618.195,640.119
44,0,2729,2729,1,44695848,2.636,2.708,580.433,580.101,574.920,0.045,39.877,3.609,623.064,634.026
45,0,2729,2729,1,44695848,2.650,2.869,816.738,816.438,808.137,0.040,14.921,2.955,834.569,845.039
46,0,2729,2729,1,44695848,2.649,2.982,654.792,654.451,646.669,0.058,18.918,2.973,676.752,687.392
47,0,2729,2729,1,44695848,2.634,2.675,494.852,494.503,486.437,0.052,46.136,3.077,543.717,554.319
48,0,2729,2729,1,44695848,23.970,2.932,863.783,863.501,855.530,0.042,71.806,9.202,938.565,981.565
49,0,2729,2729,1,44695848,2.629,2.727,598.445,598.093,590.410,0.057,19.354,2.997,620.585,631.296
50,0,2729,2729,1,44695848,2.681,2.806,647.933,647.566,639.532,0.050,70.820,10.424,721.611,745.534
51,0,2729,2729,1,44695848,2.625,2.700,800.478,800.146,792.061,0.052,46.291,3.519,849.523,861.132
52,0,2729,2729,1,44695848,2.643,2.748,714.125,713.795,707.888,0.055,18.150,3.021,735.080,745.875
53,0,2729,2729,1,44695848,24.994,3.439,721.393,721.037,713.225,0.052,72.611,9.167,797.497,842.022
54,0,2729,2729,1,44695848,23.178,2.775,789.002,788.716,780.485,0.043,71.247,9.246,863.068,905.076
55,0,2729,2729,1,44695848,2.662,2.734,920.086,919.742,911.753,0.050,18.964,3.045,941.836,952.679
56,0,2729,2729,1,44695848,2.653,2.705,816.982,816.666,808.824,0.054,18.750,2.918,838.493,849.036
57,0,2729,2729,1,44695848,2.641,2.712,696.852,696.498,688.525,0.053,71.894,9.233,771.513,793.885
58,0,2729,2729,1,44695848,23.835,2.833,635.206,634.826,626.867,0.054,71.278,9.814,709.374,753.593
59,0,2729,2729,1,44695848,2.633,2.679,574.931,574.571,566.528,0.051,71.284,10.118,648.947,672.740
60,0,2729,2729,1,44695848,2.873,3.039,626.972,626.629,618.841,0.056,19.262,2.993,649.332,660.266
61,0,2729,2729,1,44695848,2.610,2.782,498.129,497.743,489.804,0.053,70.973,9.001,571.938,594.180
62,0,2729,2729,1,44695848,24.289,2.976,402.443,402.146,394.320,0.046,71.647,9.375,477.113,520.923
63,0,2729,2729,1,44695848,2.798,2.925,696.967,696.627,688.654,0.054,49.187,3.151,749.137,760.611
64,0,2729,2729,1,44695848,2.644,2.767,641.357,641.050,632.960,0.056,48.222,3.270,692.404,703.548
65,0,2729,2729,1,44695848,2.666,2.800,732.501,732.195,723.892,0.053,16.395,2.939,751.751,762.310
66,0,2729,2729,1,44695848,2.619,2.686,900.476,900.150,892.128,0.055,18.989,3.297,922.208,932.995
67,0,2729,2729,1,44695848,2.647,2.725,586.702,586.377,578.492,0.055,70.463,9.840,659.948,683.244
68,0,2729,2729,1,44695848,2.788,2.978,883.861,883.497,875.647,0.053,71.731,9.043,958.624,980.443
69,0,2729,2729,1,44695848,2.866,2.827,693.009,692.679,684.673,0.056,46.630,3.494,742.524,754.486
70,0,2729,2729,1,44695848,2.626,2.727,566.815,566.505,558.428,0.051,45.595,3.492,615.190,626.429
71,0,2729,2729,1,44695848,2.643,2.795,524.512,524.227,516.318,0.039,18.257,3.024,545.605,556.375
72,0,2729,2729,1,44695848,2.675,2.823,634.640,634.329,628.449,0.051,71.031,9.770,708.548,731.907
73,0,2729,2729,1,44695848,2.618,2.664,747.916,747.607,739.486,0.051,71.147,10.221,821.780,845.503
74,0,2729,2729,1,44695848,2.862,3.000,722.189,721.835,713.997,0.042,18.836,3.012,744.069,755.059
75,0,2729,2729,1,44695848,2.622,2.746,630.980,630.651,622.783,0.054,71.248,9.006,705.031,726.439
76,0,2729,2729,1,44695848,2.652,2.798,682.791,682.490,674.266,0.045,71.489,8.820,757.125,778.436
77,0,2729,2729,1,44695848,24.008,3.053,511.276,510.920,502.835,0.051,71.876,10.115,586.258,631.040
78,0,2729,2729,1,44695848,2.851,2.730,657.944,657.613,649.430,0.054,46.396,3.499,707.126,719.091
79,0,2729,2729,1,44695848,2.669,2.713,437.553,437.200,432.030,0.050,45.378,3.473,485.696,496.864
80,0,2729,2729,1,44695848,2.937,3.120,524.223,523.926,516.067,0.051,45.355,3.552,572.751,584.368
81,0,2729,2729,1,44695848,2.650,2.781,384.583,384.245,376.351,0.056,45.466,3.009,432.889,443.692
82,0,2729,2729,1,44695848,2.633,2.778,421.852,421.524,413.538,0.045,68.912,6.739,493.589,512.904
83,0,2729,2729,1,44695848,2.596,2.726,601.991,601.674,593.524,0.056,45.272,2.767,650.049,660.673
84,0,2729,2729,1,44695848,2.604,2.697,382.783,382.449,374.578,0.056,68.705,8.533,454.243,475.523
