step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2700,3,44695848,23.754,3.528,5066.081,5002.748,5057.091,1.151,70.551,6.858,5141.312,5181.311
1,0,2729,2704,3,44695848,24.355,3.431,5178.370,5178.026,5169.758,1.123,71.039,8.418,5253.966,5296.384
2,0,2729,2705,3,44695848,24.496,3.170,5104.261,5103.885,5096.071,1.390,69.108,8.003,5177.932,5220.134
3,0,2729,2699,3,44695848,2.961,3.402,5175.802,5175.460,5167.524,1.254,68.649,8.016,5249.110,5270.041
4,0,2729,2709,3,44695848,24.088,3.079,5283.301,5283.001,5275.020,1.046,69.783,8.566,5357.209,5400.370
5,0,2729,2715,3,44695848,24.282,3.343,5064.984,5002.881,5056.913,1.261,70.945,6.961,5140.535,5181.294
6,0,2729,2702,3,44695848,24.729,3.122,5147.860,5147.492,5139.465,1.219,68.519,8.277,5220.722,5263.260
7,0,2729,2702,3,44695848,24.416,3.044,5065.152,5002.964,5057.209,1.123,71.131,6.998,5140.452,5181.392
8,0,2729,2705,3,44695848,24.579,3.115,5094.181,5093.833,5085.897,1.456,69.208,8.253,5167.963,5210.785
9,0,2729,2701,3,44695848,24.627,3.330,5062.242,5002.267,5056.781,1.327,71.273,6.916,5138.173,5179.306
10,0,2729,2693,3,44695848,24.246,3.411,5186.160,5185.819,5177.757,1.081,68.930,8.403,5259.585,5302.172
11,0,2729,2708,3,44695848,25.266,3.100,5064.535,5064.228,5056.341,1.040,71.387,8.264,5140.065,5184.153
12,0,2729,2702,3,44695848,24.298,3.099,5319.578,5319.238,5314.108,1.448,68.998,8.578,5393.124,5436.012
13,0,2729,2705,3,44695848,24.157,3.025,5091.021,5090.678,5083.028,1.569,71.128,8.257,5166.746,5209.294
14,0,2729,2699,3,44695848,24.488,3.397,5064.845,5001.928,5056.544,1.359,68.809,6.914,5138.412,5179.165
15,0,2729,2709,3,44695848,24.391,3.343,5065.100,5002.959,5056.968,1.206,70.366,6.950,5140.018,5180.747
16,0,2729,2707,3,44695848,24.446,3.417,5064.996,5003.015,5056.809,1.293,68.572,6.996,5138.280,5179.360
17,0,2729,2704,3,44695848,24.453,3.368,5066.432,5001.961,5058.121,1.220,70.051,6.662,5141.074,5181.812
18,0,2729,2702,3,44695848,23.760,3.081,5200.120,5199.766,5192.010,1.399,68.512,8.010,5273.114,5314.498
19,0,2729,2707,3,44695848,23.774,3.015,5357.986,5357.636,5349.697,1.313,71.646,6.856,5433.962,5474.436
20,0,2729,2693,3,44695848,23.617,3.073,5355.488,5355.142,5349.134,1.458,69.109,8.363,5429.130,5470.938
21,0,2729,2698,3,44695848,23.516,3.013,5215.308,5214.996,5207.059,1.447,71.462,8.394,5291.232,5333.648
22,0,2729,2699,3,44695848,2.705,3.147,5356.662,5356.356,5351.122,1.481,69.776,8.347,5431.068,5452.840
23,0,2729,2706,3,44695848,23.521,3.016,5433.662,5433.289,5425.548,1.277,70.741,8.422,5508.699,5550.750
24,0,2729,2708,3,44695848,24.615,3.160,5075.015,5074.679,5066.572,1.048,69.186,8.217,5148.412,5191.371
25,0,2729,2704,3,44695848,24.941,3.372,5065.107,5002.867,5057.252,1.232,70.976,6.688,5140.690,5181.814
26,0,2729,2688,3,44695848,24.738,3.092,5306.515,5306.169,5298.550,1.173,68.720,8.300,5379.503,5422.351
27,0,2729,2698,3,44695848,2.936,3.354,5066.511,5002.875,5058.474,1.495,69.379,6.968,5140.742,5161.294
28,0,2729,2712,3,44695848,2.741,3.159,5157.544,5157.167,5149.266,1.183,69.285,8.474,5231.174,5252.191
29,0,2729,2695,3,44695848,25.873,3.410,5139.374,5139.024,5133.861,1.074,69.121,8.323,5212.982,5257.164
30,0,2729,2705,3,44695848,24.880,3.417,5168.288,5167.974,5159.949,1.358,70.761,6.767,5243.826,5285.570
31,0,2729,2713,3,44695848,2.697,3.136,5424.566,5424.257,5416.319,1.313,69.034,8.330,5498.050,5519.417
32,0,2729,2700,3,44695848,23.658,3.078,5187.357,5186.998,5179.318,1.230,69.552,8.370,5261.219,5303.041
33,0,2729,2700,3,44695848,24.289,3.042,5317.172,5316.833,5309.041,1.078,71.047,8.372,5392.340,5435.008
34,0,2729,2703,3,44695848,23.536,3.062,5216.983,5216.645,5210.790,1.419,69.429,8.222,5290.895,5332.792
35,0,2729,2703,3,44695848,24.764,3.028,5064.896,5003.152,5056.672,1.282,71.068,7.011,5140.276,5181.632
36,0,2729,2698,3,44695848,24.715,3.102,5118.644,5118.308,5110.742,1.323,68.835,7.963,5191.906,5234.060
37,0,2729,2709,3,44695848,25.128,3.028,5065.296,5002.769,5057.360,1.034,71.495,6.972,5140.856,5182.555
38,0,2729,2700,3,44695848,24.280,3.094,5064.239,5002.985,5056.126,1.963,68.733,6.683,5138.032,5178.597
39,0,2729,2699,3,44695848,23.650,3.026,5184.940,5184.643,5179.437,1.063,71.802,8.185,5260.832,5303.427
