step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2729,1,44695848,25.576,3.210,71.982,71.607,63.015,0.084,94.818,7.030,256.016,298.638
1,0,2729,2729,1,44695848,23.415,2.768,65.623,8.197,57.341,0.055,69.645,6.858,138.094,178.238
2,0,2729,2729,1,44695848,25.028,2.854,92.915,92.592,84.594,0.043,69.117,8.424,164.932,208.342
3,0,2729,2729,1,44695848,2.614,2.891,279.679,279.332,271.084,0.060,68.327,6.929,350.959,369.675
4,0,2729,2729,1,44695848,23.625,2.752,204.007,203.726,198.482,0.043,68.710,7.358,275.514,316.239
5,0,2729,2729,1,44695848,23.920,3.107,64.771,8.034,56.564,0.046,70.392,8.467,138.319,180.721
6,0,2729,2729,1,44695848,24.083,2.744,65.200,7.910,57.173,0.055,71.239,7.753,139.240,180.623
7,0,2729,2729,1,44695848,23.384,2.781,64.751,8.100,56.331,0.044,70.289,8.555,137.866,179.919
8,0,2729,2729,1,44695848,2.588,2.740,65.721,7.858,57.772,0.042,71.494,7.726,140.000,160.480
9,0,2729,2729,1,44695848,2.762,2.832,65.086,8.066,56.869,0.045,69.932,6.827,137.899,157.252
10,0,2729,2729,1,44695848,24.281,3.097,64.549,64.270,57.989,0.045,70.684,7.648,138.379,180.230
11,0,2729,2729,1,44695848,23.480,2.745,64.821,8.181,56.317,0.042,71.114,7.762,138.725,179.540
12,0,2729,2729,1,44695848,24.333,3.107,65.198,64.880,58.513,0.055,70.492,8.217,138.855,181.499
13,0,2729,2729,1,44695848,24.279,3.080,65.642,8.314,57.128,0.045,71.081,7.621,139.850,181.510
14,0,2729,2729,1,44695848,24.481,3.920,64.450,64.167,57.529,0.045,70.072,7.748,138.491,180.008
15,0,2729,2729,1,44695848,23.712,2.743,64.618,7.905,56.378,0.053,71.230,7.550,138.646,179.454
16,0,2729,2729,1,44695848,24.594,2.958,85.945,85.568,77.734,0.053,70.667,8.969,159.627,202.817
17,0,2729,2729,1,44695848,24.116,3.084,65.406,8.019,57.246,0.043,70.346,7.807,138.882,180.756
18,0,2729,2729,1,44695848,25.084,3.188,102.970,102.630,94.923,0.042,70.924,7.650,177.127,219.162
19,0,2729,2729,1,44695848,24.786,2.767,69.152,68.850,60.978,0.055,71.229,8.956,143.206,186.866
20,0,2729,2729,1,44695848,24.307,3.092,64.801,35.081,59.277,0.045,70.702,8.551,138.642,181.703
21,0,2729,2729,1,44695848,23.634,2.791,63.304,7.797,55.178,0.051,70.452,7.757,136.603,177.836
22,0,2729,2729,1,44695848,24.269,3.068,64.785,7.999,56.442,0.043,70.403,7.995,138.302,180.483
23,0,2729,2729,1,44695848,23.731,2.778,127.372,127.096,118.962,0.043,70.664,8.087,200.859,242.304
24,0,2729,2729,1,44695848,24.728,3.107,104.169,103.827,95.964,0.043,70.948,8.402,178.269,221.053
25,0,2729,2729,1,44695848,23.532,2.763,167.913,167.616,159.727,0.051,71.322,8.561,242.053,283.990
26,0,2729,2729,1,44695848,23.383,2.771,64.861,8.262,56.415,0.054,70.968,8.125,138.657,179.657
27,0,2729,2729,1,44695848,24.611,2.754,64.302,7.803,56.161,0.044,71.360,7.568,138.463,180.225
28,0,2729,2729,1,44695848,2.869,3.007,70.220,69.913,61.816,0.043,71.020,9.031,144.293,166.292
29,0,2729,2729,1,44695848,25.049,2.812,64.440,8.038,56.239,0.053,69.322,8.155,136.630,179.002
30,0,2729,2729,1,44695848,24.122,2.753,64.261,7.694,58.499,0.052,71.485,7.595,138.554,179.909
31,0,2729,2729,1,44695848,2.593,2.834,199.312,199.039,190.907,0.040,70.827,8.578,273.016,294.896
32,0,2729,2729,1,44695848,2.852,3.007,68.294,67.977,60.145,0.044,71.024,8.450,142.371,163.577
33,0,2729,2729,1,44695848,24.140,3.069,64.826,7.850,56.616,0.043,71.012,7.648,138.952,180.516
34,0,2729,2729,1,44695848,11.268,3.283,114.848,114.496,106.716,0.054,71.728,7.795,189.916,218.983
35,0,2729,2729,1,44695848,2.626,2.753,64.668,64.394,57.104,0.041,72.688,7.234,140.152,160.056
36,0,2729,2729,1,44695848,2.591,2.744,64.564,64.299,56.068,0.043,70.937,8.420,138.290,159.991
37,0,2729,2729,1,44695848,2.589,2.718,64.408,7.968,56.116,0.050,71.286,7.671,138.466,158.869
38,0,2729,2729,1,44695848,23.588,2.750,64.869,7.874,56.666,0.042,70.996,8.129,138.660,179.948
