step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
38,0,2729,2585,3,44695848,2.614,3.047,5492.285,5491.937,5484.255,1.575,46.066,2.731,5542.975,5553.605
39,0,2729,2578,3,44695848,2.631,3.042,5422.113,5421.775,5414.957,1.679,46.371,2.866,5473.208,5483.738
40,0,2729,2603,3,44695848,2.608,3.096,5815.624,5815.273,5807.722,1.471,69.909,9.247,5890.102,5911.667
41,0,2729,2588,3,44695848,24.266,3.016,5065.366,5002.860,5057.481,1.454,68.414,7.920,5138.253,5180.009
42,0,2729,2583,3,44695848,24.154,3.095,5065.977,5003.138,5057.850,1.459,68.014,6.763,5138.547,5178.914
43,0,2729,2604,3,44695848,24.655,3.345,5066.146,5003.121,5058.002,1.727,68.154,7.892,5139.374,5181.802
44,0,2729,2594,3,44695848,2.592,3.024,5065.095,5002.695,5057.250,1.515,69.216,7.794,5138.852,5159.359
45,0,2729,2597,3,44695848,24.743,3.358,5064.974,5002.911,5057.037,1.514,68.391,7.877,5138.239,5180.531
46,0,2729,2586,3,44695848,2.630,3.078,5065.991,5001.923,5058.041,1.374,68.912,7.745,5139.357,5159.654
47,0,2729,2596,3,44695848,2.605,3.030,5138.391,5138.073,5130.298,1.579,69.181,8.105,5212.183,5232.858
48,0,2729,2572,3,44695848,2.613,3.110,5426.595,5426.274,5418.537,1.391,69.377,8.725,5500.475,5521.717
49,0,2729,2584,3,44695848,23.475,3.027,5351.889,5351.549,5343.992,1.375,68.696,9.300,5424.990,5467.336
50,0,2729,2592,3,44695848,2.598,3.098,5514.665,5514.332,5506.677,1.582,46.325,2.760,5565.672,5576.062
51,0,2729,2602,3,44695848,2.624,3.024,5663.937,5663.563,5657.415,1.582,46.984,2.751,5715.530,5726.198
52,0,2729,2599,3,44695848,2.607,3.092,5456.451,5456.139,5448.414,1.694,46.738,2.793,5507.978,5518.497
53,0,2729,2594,3,44695848,24.622,3.058,5446.985,5446.666,5439.155,1.877,69.164,6.868,5521.086,5562.413
54,0,2729,2586,3,44695848,25.014,3.158,5465.721,5465.356,5457.738,2.046,68.278,8.953,5539.205,5582.919
55,0,2729,2590,3,44695848,2.666,3.062,5472.262,5471.934,5464.192,1.504,69.344,9.083,5546.174,5568.407
56,0,2729,2605,3,44695848,24.354,3.092,5215.566,5215.280,5207.694,1.347,68.262,7.788,5288.268,5329.985
57,0,2729,2600,3,44695848,2.621,3.013,5228.928,5228.571,5221.244,1.482,69.353,8.990,5302.778,5324.047
58,0,2729,2605,3,44695848,24.337,3.439,5064.700,5002.663,5057.011,1.464,67.599,7.612,5137.204,5178.820
59,0,2729,2598,3,44695848,23.382,3.021,5206.228,5205.899,5198.538,1.450,68.629,8.154,5279.331,5320.959
60,0,2729,2584,3,44695848,24.815,3.133,5064.062,5063.738,5056.011,1.630,68.428,9.370,5137.255,5181.262
61,0,2729,2607,3,44695848,2.651,3.079,5280.835,5280.509,5272.768,1.427,49.497,2.740,5334.839,5345.574
62,0,2729,2592,3,44695848,23.773,3.083,5142.380,5142.037,5134.416,1.634,69.021,8.253,5216.120,5258.115
63,0,2729,2588,3,44695848,2.627,3.110,5063.752,5002.863,5058.126,1.610,69.506,7.849,5137.981,5158.787
64,0,2729,2590,3,44695848,3.005,3.094,5064.919,5002.597,5057.169,1.466,68.808,6.914,5138.289,5157.612
65,0,2729,2603,3,44695848,23.748,3.043,5171.696,5171.335,5163.673,1.441,68.579,9.395,5244.763,5287.777
66,0,2729,2585,3,44695848,23.343,3.076,5194.123,5193.808,5186.150,1.609,68.786,7.929,5267.596,5308.956
67,0,2729,2584,3,44695848,2.637,3.085,5317.603,5317.292,5309.533,1.704,18.969,2.829,5341.363,5352.093
68,0,2729,2603,3,44695848,2.663,3.127,5575.214,5574.894,5567.130,1.468,46.284,2.738,5626.094,5636.619
69,0,2729,2590,3,44695848,23.583,3.061,5179.649,5179.335,5171.973,1.349,69.086,8.142,5253.147,5294.538
70,0,2729,2608,3,44695848,2.614,3.108,5534.270,5533.955,5528.666,1.501,69.559,8.852,5608.441,5629.355
71,0,2729,2591,3,44695848,2.600,3.122,5403.327,5402.966,5397.219,1.334,18.569,2.777,5426.354,5436.617
72,0,2729,2588,3,44695848,2.673,3.188,5629.652,5629.284,5621.872,1.632,15.198,2.813,5649.671,5659.872
73,0,2729,2593,3,44695848,2.609,3.080,5295.176,5294.831,5287.167,1.312,46.490,2.864,5346.060,5356.584
74,0,2729,2593,3,44695848,2.622,3.098,5378.818,5378.498,5371.042,1.319,46.577,2.743,5429.815,5440.348
75,0,2729,2599,3,44695848,2.656,3.083,5534.956,5534.600,5526.928,1.587,38.738,2.778,5578.366,5588.438
76,0,2729,2600,3,44695848,2.602,3.094,5507.328,5506.964,5499.338,1.333,69.116,9.198,5580.873,5602.283
77,0,2729,2592,3,44695848,23.925,3.165,5088.340,5087.959,5080.420,1.473,68.638,9.002,5161.618,5204.399
78,0,2729,2604,3,44695848,2.591,3.157,5311.865,5311.535,5304.013,1.632,69.002,7.705,5385.659,5405.484
79,0,2729,2591,3,44695848,2.639,3.048,5065.401,5002.647,5057.615,1.321,68.674,6.919,5138.447,5157.717
80,0,2729,2609,3,44695848,23.929,3.089,5064.910,5001.944,5056.917,1.323,68.291,7.933,5137.616,5178.888
81,0,2729,2588,3,44695848,24.441,3.062,5064.335,5002.783,5056.621,1.424,67.728,6.868,5136.551,5177.770
82,0,2729,2597,3,44695848,23.901,3.085,5064.533,5002.577,5056.785,1.644,69.365,7.945,5138.630,5180.090
83,0,2729,2581,3,44695848,2.614,3.087,5063.539,5003.150,5058.000,1.522,69.505,7.869,5137.654,5158.496
84,0,2729,2593,3,44695848,2.649,3.104,5100.387,5100.014,5092.589,1.668,68.972,6.850,5174.133,5193.469
85,0,2729,2605,3,44695848,2.614,3.040,5173.989,5173.631,5166.082,1.653,68.998,8.826,5247.682,5268.726
86,0,2729,2607,3,44695848,2.647,3.136,5304.251,5303.887,5296.130,1.357,68.542,8.105,5377.288,5397.356
87,0,2729,2619,3,44695848,2.623,3.069,5481.585,5481.273,5473.386,1.343,46.105,2.701,5532.104,5542.529
88,0,2729,2583,3,44695848,2.647,3.123,5252.121,5251.771,5244.069,1.341,69.272,9.192,5325.859,5347.865
89,0,2729,2607,3,44695848,2.617,3.026,5329.805,5329.465,5321.992,1.277,45.467,2.776,5379.576,5390.014
90,0,2729,2590,3,44695848,23.605,3.104,5064.324,5002.631,5056.509,1.328,68.613,7.040,5137.371,5177.139
91,0,2729,2598,3,44695848,2.593,3.096,5148.490,5148.143,5140.717,1.326,69.050,8.922,5221.965,5243.588
92,0,2729,2605,3,44695848,23.688,3.040,5286.174,5285.792,5278.096,1.378,68.633,7.797,5359.228,5400.679
93,0,2729,2584,3,44695848,2.651,3.129,5273.945,5273.639,5268.404,1.633,47.541,2.769,5326.251,5337.151
94,0,2729,2581,3,44695848,2.635,3.184,5222.713,5222.344,5214.530,1.562,69.191,9.049,5296.651,5317.931
95,0,2729,2595,3,44695848,2.647,3.064,5373.279,5372.928,5365.474,1.621,68.983,8.113,5446.949,5467.133
96,0,2729,2602,3,44695848,2.618,3.111,5472.177,5471.811,5466.640,1.535,68.367,9.014,5545.192,5566.158
97,0,2729,2604,3,44695848,2.604,3.133,5480.714,5480.347,5475.194,1.480,46.151,2.706,5531.480,5542.042
98,0,2729,2591,3,44695848,2.632,3.144,5071.308,5070.979,5063.416,1.459,70.341,9.307,5146.255,5168.248
99,0,2729,2603,3,44695848,2.610,3.108,5336.280,5335.933,5328.368,1.613,18.241,2.776,5359.245,5369.642
100,0,2729,2599,3,44695848,2.589,3.133,5065.724,5002.912,5057.753,1.443,69.560,7.849,5139.863,5159.855
101,0,2729,2613,3,44695848,24.559,3.040,5064.724,5002.850,5056.803,1.609,68.822,7.900,5138.199,5180.688
102,0,2729,2579,3,44695848,24.007,3.088,5064.152,5001.969,5057.662,1.360,68.499,6.915,5137.102,5177.816
103,0,2729,2588,3,44695848,24.855,3.368,5065.115,5003.008,5056.849,1.713,69.458,7.828,5139.656,5182.172
104,0,2729,2600,3,44695848,24.870,3.455,5065.786,5002.739,5057.989,1.419,68.897,6.920,5139.559,5180.874
105,0,2729,2583,3,44695848,24.313,3.339,5065.047,5002.990,5056.829,1.737,68.350,7.910,5138.476,5180.043
106,0,2729,2584,3,44695848,24.607,3.091,5062.796,5002.807,5056.809,1.568,69.735,7.047,5137.193,5179.025
107,0,2729,2594,3,44695848,23.673,3.023,5065.836,5002.806,5057.874,1.330,68.161,7.900,5138.354,5179.388
108,0,2729,2582,3,44695848,24.216,3.395,5064.989,5002.680,5057.101,1.536,69.020,6.984,5138.942,5179.738
109,0,2729,2602,3,44695848,2.621,2.985,5131.041,5130.660,5123.412,1.380,69.548,9.021,5204.957,5226.600
110,0,2729,2574,3,44695848,2.607,3.141,5065.099,5001.898,5057.132,1.742,69.637,6.905,5139.622,5158.610
111,0,2729,2621,3,44695848,24.594,3.329,5065.539,5001.980,5057.377,1.394,68.077,7.854,5138.341,5180.391
112,0,2729,2592,3,44695848,24.006,3.094,5065.294,5002.792,5057.314,1.467,68.700,6.958,5138.557,5179.147
113,0,2729,2589,3,44695848,23.971,3.058,5065.558,5002.777,5057.738,1.633,68.453,7.821,5138.705,5180.343
114,0,2729,2566,3,44695848,24.711,3.445,5064.691,5002.719,5056.857,1.678,69.024,6.887,5138.841,5180.152
115,0,2729,2612,3,44695848,24.039,3.323,5065.435,5002.989,5057.253,1.402,68.279,7.837,5138.442,5179.756
116,0,2729,2596,3,44695848,2.626,3.167,5141.117,5140.746,5133.314,1.456,68.617,8.886,5214.359,5235.493
117,0,2729,2608,3,44695848,2.623,3.115,5133.308,5132.957,5125.547,1.652,69.285,8.160,5207.362,5228.030
118,0,2729,2593,3,44695848,24.870,3.437,5065.123,5002.761,5057.158,1.512,68.962,7.798,5139.037,5181.680
119,0,2729,2595,3,44695848,24.866,3.376,5062.384,5002.924,5056.820,1.666,69.624,6.980,5137.053,5178.964
120,0,2729,2581,3,44695848,24.870,3.121,5065.069,5064.706,5057.189,1.595,69.101,9.450,5138.889,5183.106
121,0,2729,2587,3,44695848,24.790,3.049,5063.671,5063.362,5055.994,1.556,68.808,8.433,5137.086,5180.182
122,0,2729,2577,3,44695848,24.366,3.182,5064.492,5064.149,5056.677,1.340,69.417,8.425,5138.434,5181.796
123,0,2729,2604,3,44695848,24.804,3.388,5064.664,5002.833,5056.781,1.703,69.029,6.899,5138.787,5180.287
124,0,2729,2578,3,44695848,23.981,3.075,5062.200,5001.983,5056.703,1.668,69.285,7.826,5136.230,5178.073
125,0,2729,2603,3,44695848,23.844,3.009,5066.256,5002.864,5058.239,1.551,67.956,6.861,5138.775,5178.901
126,0,2729,2600,3,44695848,2.612,3.081,5197.557,5197.203,5189.483,1.610,69.156,8.971,5271.408,5293.415
127,0,2729,2600,3,44695848,2.624,2.973,5331.295,5330.933,5323.376,1.670,18.024,2.805,5353.963,5364.414
128,0,2729,2606,3,44695848,23.594,3.092,5173.618,5173.287,5167.026,1.463,69.282,8.093,5247.456,5288.708
129,0,2729,2582,3,44695848,23.677,3.019,5251.075,5250.697,5243.389,1.550,68.640,9.373,5324.286,5367.053
130,0,2729,2597,3,44695848,24.429,3.432,5065.706,5002.710,5057.852,1.529,68.782,6.713,5139.452,5180.133
131,0,2729,2612,3,44695848,24.201,3.038,5064.978,5002.663,5057.230,1.316,68.340,7.795,5137.674,5179.429
132,0,2729,2624,3,44695848,23.939,3.085,5062.662,5002.891,5057.200,1.579,68.145,6.659,5135.473,5175.644
133,0,2729,2578,3,44695848,2.607,3.036,5407.230,5406.911,5399.082,1.802,69.771,8.924,5481.841,5503.420
134,0,2729,2594,3,44695848,2.608,3.119,5487.119,5486.812,5479.281,1.294,69.390,8.145,5560.924,5581.343
135,0,2729,2612,3,44695848,23.675,3.024,5527.487,5527.197,5519.769,1.501,68.578,9.306,5600.593,5643.306
136,0,2729,2594,3,44695848,2.611,3.136,5606.113,5605.729,5600.573,1.553,68.593,8.814,5679.396,5700.331
137,0,2729,2597,3,44695848,2.610,3.031,5548.212,5547.907,5540.201,1.748,69.663,8.028,5622.656,5643.253
138,0,2729,2594,3,44695848,2.607,3.097,5620.066,5619.730,5612.180,1.466,45.862,2.711,5670.493,5680.962
139,0,2729,2596,3,44695848,2.625,3.073,5449.475,5449.136,5441.656,1.443,69.812,9.056,5523.806,5545.719
140,0,2729,2605,3,44695848,23.749,3.042,5655.846,5655.522,5647.740,1.337,68.424,9.193,5728.651,5771.355
141,0,2729,2626,3,44695848,24.395,3.047,5487.656,5487.326,5479.646,1.419,68.367,8.320,5560.491,5603.136
142,0,2729,2598,3,44695848,24.656,3.102,5310.234,5309.891,5302.155,1.313,68.375,9.269,5383.027,5426.824
143,0,2729,2598,3,44695848,2.624,3.033,5381.195,5380.833,5373.482,1.609,68.739,9.021,5454.576,5475.868
144,0,2729,2578,3,44695848,23.926,3.093,5408.143,5407.838,5400.152,1.437,68.334,9.269,5481.009,5524.063
145,0,2729,2589,3,44695848,2.618,2.939,5879.505,5879.203,5871.752,1.433,19.070,2.849,5902.950,5913.734
146,0,2729,2578,3,44695848,2.671,3.173,5859.834,5859.499,5852.211,1.664,18.998,2.807,5883.672,5894.456
147,0,2729,2590,3,44695848,2.610,3.073,5454.162,5453.824,5446.226,1.331,19.328,2.817,5477.896,5488.694
148,0,2729,2596,3,44695848,24.082,3.088,5084.490,5084.143,5076.473,1.534,68.389,7.867,5157.504,5198.943
149,0,2729,2610,3,44695848,24.617,3.055,5064.795,5002.692,5057.013,1.454,68.496,7.870,5137.803,5180.203
150,0,2729,2569,3,44695848,24.083,3.081,5064.994,5001.938,5056.965,1.378,68.244,6.950,5137.699,5178.747
151,0,2729,2597,3,44695848,2.639,3.059,5194.742,5194.410,5186.652,1.500,71.717,7.620,5271.021,5291.308
152,0,2729,2596,3,44695848,2.685,3.147,5063.055,5062.675,5057.530,1.533,67.728,6.786,5135.464,5154.834
153,0,2729,2597,3,44695848,24.214,3.048,5065.248,5002.838,5057.379,1.432,68.232,7.850,5137.964,5179.513
154,0,2729,2598,3,44695848,2.628,3.083,5065.880,5002.795,5057.990,1.559,68.867,7.527,5139.390,5159.447
155,0,2729,2579,3,44695848,24.029,3.052,5065.551,5002.770,5057.736,1.836,68.236,7.874,5138.676,5180.255
156,0,2729,2589,3,44695848,2.629,3.085,5066.454,5003.645,5058.800,1.813,68.571,7.529,5139.925,5159.977
157,0,2729,2584,3,44695848,24.126,3.014,5064.739,5002.958,5056.803,1.677,68.280,7.830,5137.712,5179.093
158,0,2729,2617,3,44695848,2.626,3.099,5065.727,5002.711,5057.749,1.429,69.284,7.589,5139.541,5159.604
159,0,2729,2598,3,44695848,24.294,3.049,5062.112,5001.994,5056.618,1.735,67.054,7.725,5133.953,5175.427
160,0,2729,2594,3,44695848,2.600,2.985,5214.729,5214.397,5206.538,1.531,38.524,2.743,5257.771,5267.970
161,0,2729,2612,3,44695848,24.302,3.069,5064.183,5006.576,5056.433,1.697,68.870,6.954,5137.821,5178.554
162,0,2729,2600,3,44695848,2.631,3.076,5166.054,5165.699,5157.759,1.678,19.151,2.772,5189.961,5200.795
163,0,2729,2564,3,44695848,2.616,3.026,5066.923,5001.938,5058.836,1.698,69.734,7.724,5141.384,5161.676
164,0,2729,2578,3,44695848,2.598,3.194,5246.756,5246.441,5238.904,1.370,69.320,6.830,5320.643,5339.990
165,0,2729,2601,3,44695848,23.881,3.024,5315.816,5315.445,5310.287,1.569,69.060,9.144,5389.471,5432.201
166,0,2729,2596,3,44695848,24.711,3.437,5064.480,5002.839,5056.530,1.714,67.345,6.715,5136.978,5177.962
167,0,2729,2593,3,44695848,2.633,3.022,5063.570,5001.996,5058.058,1.445,51.952,2.766,5119.992,5130.823
168,0,2729,2598,3,44695848,23.807,3.083,5065.514,5001.891,5057.589,1.569,68.189,6.970,5138.357,5178.489
169,0,2729,2568,3,44695848,2.621,3.022,5065.104,5002.541,5057.537,1.367,47.134,2.805,5116.631,5128.087
170,0,2729,2587,3,44695848,24.021,3.097,5064.973,5002.640,5057.154,1.472,67.979,6.738,5137.524,5177.881
171,0,2729,2606,3,44695848,24.949,3.050,5083.619,5083.269,5075.582,1.448,69.054,8.986,5157.173,5201.025
172,0,2729,2613,3,44695848,2.677,3.066,5065.799,5002.817,5057.954,1.576,69.504,7.590,5139.947,5160.163
173,0,2729,2592,3,44695848,24.841,3.354,5065.414,5001.957,5057.193,1.557,68.670,7.928,5138.996,5181.910
174,0,2729,2594,3,44695848,2.620,3.014,5165.362,5164.993,5157.599,1.358,68.813,8.805,5238.549,5259.565
175,0,2729,2600,3,44695848,2.623,2.930,5066.595,5002.973,5058.570,1.325,69.152,6.943,5140.005,5159.893
176,0,2729,2592,3,44695848,24.666,3.098,5081.846,5081.476,5073.912,1.713,68.685,9.125,5155.344,5199.179
177,0,2729,2581,3,44695848,2.937,2.976,5066.222,5002.936,5058.080,1.747,45.810,2.740,5116.758,5127.966
178,0,2729,2592,3,44695848,24.414,3.423,5064.808,5002.844,5056.901,1.578,68.604,6.928,5138.415,5179.262
179,0,2729,2584,3,44695848,24.482,3.090,5101.095,5100.777,5093.114,1.598,68.455,9.280,5174.240,5217.762
180,0,2729,2592,3,44695848,2.674,3.055,5065.304,5064.979,5057.194,1.438,67.866,7.569,5137.666,5157.657
181,0,2729,2574,3,44695848,2.617,2.944,5160.276,5159.967,5152.322,1.644,69.150,7.618,5234.016,5253.818
182,0,2729,2589,3,44695848,24.752,3.189,5067.784,5067.405,5059.943,1.627,68.549,9.216,5141.153,5184.978
183,0,2729,2587,3,44695848,24.112,3.372,5065.265,5002.972,5057.478,1.673,67.964,6.933,5138.276,5179.010
184,0,2729,2600,3,44695848,2.611,2.974,5119.173,5118.790,5111.416,1.325,68.273,9.071,5191.748,5213.137
185,0,2729,2599,3,44695848,24.601,3.360,5065.356,5002.773,5057.512,1.659,68.345,7.725,5138.723,5180.574
186,0,2729,2569,3,44695848,23.859,3.091,5439.088,5438.756,5431.324,1.369,68.308,7.986,5511.858,5553.442
187,0,2729,2607,3,44695848,2.639,2.929,5222.004,5221.645,5216.527,1.502,68.615,8.983,5295.052,5316.503
188,0,2729,2576,3,44695848,24.730,3.406,5065.312,5002.832,5057.228,1.528,68.172,7.873,5138.421,5180.424
189,0,2729,2592,3,44695848,2.588,3.099,5180.679,5180.303,5172.863,1.440,69.258,8.809,5254.479,5275.851
190,0,2729,2591,3,44695848,24.268,3.098,5064.784,5002.670,5056.905,1.558,68.225,7.859,5137.667,5179.213
191,0,2729,2597,3,44695848,2.615,3.065,5231.478,5231.131,5223.408,1.680,46.073,2.790,5282.300,5292.954
192,0,2729,2596,3,44695848,2.620,3.108,5159.237,5158.920,5151.285,1.595,45.852,2.760,5209.794,5220.256
193,0,2729,2584,3,44695848,23.899,3.041,5388.307,5387.990,5380.526,1.653,69.199,7.764,5462.202,5503.720
194,0,2729,2591,3,44695848,24.388,3.126,5065.419,5002.815,5057.596,1.356,68.470,7.881,5138.373,5180.227
195,0,2729,2602,3,44695848,2.614,3.153,5166.104,5165.709,5157.999,1.476,45.804,2.765,5216.540,5227.004
196,0,2729,2607,3,44695848,2.633,3.259,5587.502,5587.156,5579.211,1.549,46.052,2.848,5638.364,5648.749
197,0,2729,2603,3,44695848,2.620,3.080,5548.603,5548.265,5540.679,1.328,45.426,2.803,5598.439,5608.683
198,0,2729,2612,3,44695848,2.604,3.141,5633.471,5633.144,5627.837,1.386,45.821,2.846,5683.821,5694.234
199,0,2729,2602,3,44695848,2.614,3.016,5514.769,5514.411,5506.939,1.519,45.621,2.761,5564.926,5575.209
