step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2729,1,44695848,24.301,3.179,65.760,8.515,57.165,0.083,69.605,6.975,138.630,179.894
1,0,2729,2729,1,44695848,23.825,2.839,201.849,201.567,196.289,0.045,69.025,8.339,273.760,315.748
2,0,2729,2729,1,44695848,2.768,2.823,213.104,212.771,206.664,0.046,69.226,8.193,285.202,305.770
3,0,2729,2729,1,44695848,2.793,2.748,141.802,141.535,133.592,0.045,69.208,9.255,213.806,235.326
4,0,2729,2729,1,44695848,2.786,2.844,83.513,83.187,75.353,0.046,69.261,8.507,155.667,176.999
5,0,2729,2729,1,44695848,2.790,2.764,123.794,123.450,115.938,0.046,68.518,9.199,195.124,216.729
6,0,2729,2729,1,44695848,2.777,2.835,309.937,309.632,301.961,0.059,17.707,2.715,330.540,341.142
7,0,2729,2729,1,44695848,2.768,2.780,185.774,185.506,177.735,0.046,46.218,2.758,234.820,245.273
8,0,2729,2729,1,44695848,2.759,2.803,229.704,229.391,221.605,0.044,67.277,10.045,299.830,323.343
9,0,2729,2729,1,44695848,2.749,2.684,450.818,450.484,442.661,0.071,38.026,2.863,491.602,501.752
10,0,2729,2729,1,44695848,2.844,2.671,371.104,370.750,363.055,0.062,19.654,2.755,393.493,404.421
11,0,2729,2729,1,44695848,2.769,2.766,261.727,261.421,253.602,0.063,19.122,2.758,283.682,294.232
12,0,2729,2729,1,44695848,2.744,2.842,65.259,7.912,57.011,0.046,69.038,7.886,137.187,158.381
13,0,2729,2729,1,44695848,24.921,2.765,487.174,486.853,479.128,0.058,69.509,8.974,559.509,604.029
14,0,2729,2729,1,44695848,2.738,2.698,507.813,507.497,499.624,0.064,45.965,2.790,556.542,567.019
15,0,2729,2729,1,44695848,23.885,2.762,378.826,378.482,373.340,0.071,68.875,8.510,450.537,493.214
16,0,2729,2729,1,44695848,2.778,2.692,416.266,415.907,408.093,0.066,44.593,2.741,463.620,474.097
17,0,2729,2729,1,44695848,2.748,2.588,425.667,425.361,417.478,0.054,45.693,2.748,474.004,484.497
18,0,2729,2729,1,44695848,3.000,3.091,214.167,213.830,206.115,0.047,67.306,7.618,284.612,304.866
19,0,2729,2729,1,44695848,2.759,2.731,226.306,226.020,220.783,0.045,68.712,8.444,297.795,318.882
20,0,2729,2729,1,44695848,2.770,2.598,66.091,7.760,58.195,0.045,69.349,7.966,138.085,159.291
21,0,2729,2729,1,44695848,2.744,2.816,173.004,172.731,165.031,0.047,44.891,2.764,220.761,231.249
22,0,2729,2729,1,44695848,2.749,2.615,550.588,550.296,542.279,0.047,14.153,2.705,567.405,577.741
23,0,2729,2729,1,44695848,23.576,2.823,143.772,143.457,135.562,0.042,69.185,8.104,215.825,257.429
24,0,2729,2729,1,44695848,2.747,2.793,516.180,515.859,508.180,0.064,68.837,9.107,587.876,609.517
25,0,2729,2729,1,44695848,2.759,2.616,246.581,246.233,238.342,0.060,45.689,2.749,294.948,305.445
26,0,2729,2729,1,44695848,24.153,2.783,221.483,221.148,213.644,0.043,67.749,6.824,292.061,332.557
27,0,2729,2729,1,44695848,2.734,2.772,235.924,235.593,227.620,0.046,19.083,2.713,257.827,268.431
28,0,2729,2729,1,44695848,2.789,2.751,64.342,7.710,56.294,0.054,46.662,3.276,113.811,124.945
29,0,2729,2729,1,44695848,24.613,2.774,138.647,138.368,130.580,0.044,68.973,8.400,210.440,253.329
30,0,2729,2729,1,44695848,2.754,2.795,64.549,8.112,56.255,0.044,18.736,2.780,86.126,96.833
31,0,2729,2729,1,44695848,2.744,2.725,64.768,7.747,56.851,0.046,68.423,7.606,135.963,156.005
32,0,2729,2729,1,44695848,2.739,2.804,395.502,395.144,387.403,0.062,70.142,8.253,468.512,490.010
33,0,2729,2729,1,44695848,2.737,2.805,453.954,453.633,445.705,0.063,68.789,9.180,525.614,547.497
34,0,2729,2729,1,44695848,23.445,2.756,215.472,215.144,207.654,0.053,68.859,8.209,287.142,329.006
35,0,2729,2729,1,44695848,2.715,2.734,489.196,488.854,481.103,0.058,67.974,9.327,559.964,582.203
36,0,2729,2729,1,44695848,24.818,2.800,332.379,332.065,324.115,0.060,69.776,7.963,405.018,447.982
37,0,2729,2729,1,44695848,2.692,2.618,551.404,551.044,543.123,0.061,68.434,8.999,622.519,644.056
38,0,2729,2729,1,44695848,2.755,2.729,406.528,406.226,398.165,0.059,45.081,2.920,454.400,465.097
39,0,2729,2729,1,44695848,2.727,2.703,404.416,404.054,396.351,0.057,67.795,9.292,474.973,497.300
40,0,2729,2729,1,44695848,23.704,2.733,374.380,374.053,366.241,0.061,69.430,8.035,446.607,488.182
41,0,2729,2729,1,44695848,2.739,2.720,254.453,254.129,246.140,0.063,19.009,2.729,276.248,286.974
42,0,2729,2729,1,44695848,2.785,2.758,270.057,269.705,261.718,0.061,46.003,2.789,318.882,329.477
43,0,2729,2729,1,44695848,2.845,2.813,66.265,8.213,57.885,0.057,68.124,7.707,137.261,158.583
44,0,2729,2729,1,44695848,2.725,2.772,151.206,150.911,142.816,0.054,45.649,3.119,199.683,210.716
45,0,2729,2729,1,44695848,2.771,2.817,64.522,7.701,56.480,0.048,66.702,7.642,134.091,154.031
46,0,2729,2729,1,44695848,2.769,2.634,117.193,116.902,111.645,0.049,45.324,2.723,165.202,175.700
47,0,2729,2729,1,44695848,2.772,2.668,269.877,269.559,261.675,0.061,68.910,8.973,341.519,363.469
48,0,2729,2729,1,44695848,2.748,2.627,91.275,90.980,82.945,0.047,18.174,2.848,112.125,122.737
49,0,2729,2729,1,44695848,2.824,2.732,174.779,174.475,166.718,0.052,67.895,9.219,245.461,267.185
50,0,2729,2729,1,44695848,2.730,2.704,116.942,116.617,108.743,0.046,45.222,2.769,164.916,175.512
51,0,2729,2729,1,44695848,2.756,2.760,152.375,152.097,144.191,0.043,45.954,2.709,201.134,211.711
