step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2464,3,44695848,24.172,3.538,65.945,8.525,57.281,1.985,69.635,6.920,141.105,182.161
1,0,2729,2459,3,44695848,24.005,3.335,64.877,7.821,56.997,1.761,70.015,6.922,139.991,180.700
2,0,2729,2457,3,44695848,2.652,3.266,348.867,348.496,341.031,1.991,69.310,8.177,423.436,444.293
3,0,2729,2463,3,44695848,2.627,3.156,63.859,7.626,55.888,1.810,69.774,6.897,138.601,158.244
4,0,2729,2458,3,44695848,2.616,3.191,134.622,134.248,128.634,1.962,70.168,8.132,209.945,230.891
5,0,2729,2458,3,44695848,23.517,3.013,156.926,156.613,149.134,1.696,68.636,6.763,230.273,269.907
6,0,2729,2458,3,44695848,24.336,3.400,64.727,7.511,57.040,1.663,69.946,6.898,139.737,180.515
7,0,2729,2466,3,44695848,23.685,3.013,62.814,7.568,55.093,1.647,72.012,6.923,139.488,179.867
8,0,2729,2459,3,44695848,23.785,3.109,63.917,7.708,56.070,1.690,67.483,6.786,136.200,175.831
9,0,2729,2463,3,44695848,2.639,3.107,63.207,7.503,57.372,1.851,70.964,7.006,139.132,158.735
10,0,2729,2461,3,44695848,2.978,3.424,63.682,7.494,56.006,1.830,68.427,6.936,137.365,157.259
11,0,2729,2461,3,44695848,2.634,3.122,63.647,7.615,55.891,1.727,46.503,2.786,115.001,125.679
12,0,2729,2472,3,44695848,23.775,3.076,63.556,7.605,55.606,2.007,67.638,6.651,136.279,175.947
13,0,2729,2464,3,44695848,23.815,3.021,63.759,7.713,55.703,1.637,70.686,6.946,139.105,179.389
14,0,2729,2459,3,44695848,23.836,3.091,63.933,7.603,55.984,1.656,68.950,6.680,137.631,177.123
15,0,2729,2467,3,44695848,2.630,3.133,64.771,7.506,56.943,1.723,68.336,6.674,137.965,156.872
