step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2702,3,44695848,25.281,3.542,5109.165,5108.584,5100.382,1.311,69.292,8.320,5183.311,5226.634
1,0,2729,2699,3,44695848,23.988,3.355,5065.156,5003.007,5056.877,1.275,67.819,6.944,5137.607,5177.860
2,0,2729,2695,3,44695848,24.186,3.222,5072.266,5071.917,5063.955,1.309,68.845,7.987,5145.644,5187.511
3,0,2729,2700,3,44695848,2.703,2.945,5064.903,5003.027,5056.555,1.093,45.540,2.800,5114.485,5125.151
4,0,2729,2710,3,44695848,2.751,3.143,5235.176,5234.807,5227.110,1.146,43.845,2.780,5283.312,5293.705
5,0,2729,2703,3,44695848,2.660,3.066,5190.573,5190.283,5182.507,1.082,19.108,2.863,5213.831,5224.689
6,0,2729,2702,3,44695848,2.713,3.145,5221.474,5221.154,5213.194,1.337,44.106,2.885,5270.064,5280.533
7,0,2729,2705,3,44695848,2.687,2.896,5301.171,5300.819,5292.850,1.154,45.260,2.771,5350.484,5360.785
8,0,2729,2702,3,44695848,2.677,3.102,5493.385,5493.024,5485.278,1.307,18.459,2.763,5516.256,5526.653
9,0,2729,2710,3,44695848,2.692,3.072,5645.467,5645.161,5637.496,1.389,45.748,2.751,5695.678,5705.956
10,0,2729,2702,3,44695848,2.710,3.142,5611.940,5611.617,5603.604,1.111,18.441,2.779,5634.636,5645.115
11,0,2729,2703,3,44695848,2.683,2.879,5382.313,5381.960,5374.227,1.331,67.894,8.733,5454.419,5475.635
12,0,2729,2697,3,44695848,2.717,3.146,5359.401,5359.080,5353.804,1.205,67.971,7.777,5431.725,5451.935
13,0,2729,2699,3,44695848,2.705,3.094,5224.423,5224.088,5218.824,1.385,68.119,9.045,5297.023,5318.520
14,0,2729,2707,3,44695848,2.778,3.164,5322.090,5321.751,5314.078,1.366,68.078,8.252,5394.701,5415.417
15,0,2729,2697,3,44695848,2.716,3.066,5355.582,5355.226,5347.376,1.486,45.517,2.753,5405.653,5416.068
16,0,2729,2703,3,44695848,2.889,3.279,5103.237,5102.928,5095.217,1.076,44.728,2.717,5152.322,5162.847
