step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2688,3,44695848,23.913,3.490,65.771,65.364,56.715,1.398,69.198,6.949,139.860,180.738
1,0,2729,2675,3,44695848,25.541,3.023,115.672,115.350,107.276,1.142,69.950,8.530,189.789,233.616
2,0,2729,2675,3,44695848,23.998,3.456,64.224,63.929,58.693,1.365,71.205,6.988,140.253,180.970
3,0,2729,2690,3,44695848,23.597,2.974,64.489,8.247,56.091,1.143,69.305,7.020,137.913,177.883
4,0,2729,2679,3,44695848,24.053,3.403,66.379,7.988,58.002,1.132,67.966,6.691,138.882,178.312
5,0,2729,2690,3,44695848,24.124,3.325,65.170,7.894,57.128,1.098,69.211,7.003,138.805,179.445
6,0,2729,2679,3,44695848,24.187,3.399,64.682,7.812,56.515,1.207,70.780,6.902,140.070,180.712
7,0,2729,2675,3,44695848,24.707,3.049,66.855,66.583,58.763,1.198,68.818,8.148,139.922,182.411
8,0,2729,2677,3,44695848,24.236,3.366,64.978,7.970,56.625,1.128,68.134,6.675,137.608,177.382
9,0,2729,2676,3,44695848,24.308,3.318,66.216,8.137,57.724,1.140,67.178,6.722,137.854,177.979
10,0,2729,2679,3,44695848,23.872,3.051,63.518,7.827,55.540,1.181,70.862,6.999,138.614,179.261
11,0,2729,2690,3,44695848,23.925,2.979,64.309,7.844,56.368,1.160,67.629,6.692,136.079,175.759
12,0,2729,2686,3,44695848,24.036,3.379,64.436,7.849,56.410,1.120,70.762,6.932,139.698,180.408
13,0,2729,2688,3,44695848,23.749,2.992,64.599,7.592,56.679,1.171,69.489,6.964,138.253,178.929
14,0,2729,2687,3,44695848,24.457,3.397,65.304,7.691,57.208,1.276,69.257,6.723,139.236,179.505
15,0,2729,2676,3,44695848,24.171,3.326,64.624,7.846,56.415,1.135,66.504,6.627,135.590,175.381
16,0,2729,2687,3,44695848,24.170,3.361,64.484,7.588,56.525,1.349,70.981,6.916,140.177,180.571
17,0,2729,2684,3,44695848,24.339,3.342,65.468,35.535,59.269,1.155,66.750,6.598,136.717,176.647
18,0,2729,2684,3,44695848,24.337,3.407,65.049,7.713,56.959,1.453,71.826,6.696,141.739,181.948
19,0,2729,2686,3,44695848,24.368,3.352,65.743,7.911,57.446,1.289,67.173,6.602,137.560,177.506
20,0,2729,2683,3,44695848,24.390,3.365,65.143,7.776,57.008,1.171,70.476,7.622,140.156,182.309
21,0,2729,2678,3,44695848,23.720,3.012,64.279,7.535,56.424,1.167,68.059,6.982,136.519,176.719
22,0,2729,2684,3,44695848,24.750,3.403,65.931,7.815,57.734,1.118,71.219,6.927,141.673,183.257
23,0,2729,2689,3,44695848,23.775,3.035,65.440,8.150,57.120,1.563,69.574,6.992,139.615,180.214
24,0,2729,2687,3,44695848,24.839,3.384,65.109,8.176,56.752,1.302,69.410,6.706,139.208,179.992
25,0,2729,2683,3,44695848,24.614,3.356,65.373,65.068,56.844,1.122,70.063,7.023,139.916,181.273
26,0,2729,2683,3,44695848,24.555,3.419,64.898,7.562,56.992,1.109,70.929,6.971,140.356,181.646
27,0,2729,2683,3,44695848,24.222,3.334,64.835,7.797,56.832,1.512,69.180,6.963,138.864,179.678
28,0,2729,2689,3,44695848,24.523,3.382,66.068,8.196,57.655,1.167,71.316,6.968,141.934,183.496
29,0,2729,2681,3,44695848,24.256,3.323,65.757,7.856,57.510,1.160,69.711,7.012,139.953,180.922
30,0,2729,2690,3,44695848,2.632,3.038,64.031,8.003,55.702,1.155,68.317,6.708,136.544,155.436
31,0,2729,2689,3,44695848,24.354,3.345,64.976,8.050,56.533,1.365,69.059,6.950,138.748,179.694
32,0,2729,2680,3,44695848,24.368,3.394,65.908,65.584,58.019,1.336,68.540,6.689,139.180,179.542
33,0,2729,2684,3,44695848,24.401,3.339,65.574,8.060,57.339,1.137,69.282,6.656,139.333,179.880
34,0,2729,2688,3,44695848,23.920,3.372,65.308,7.914,57.008,1.573,69.107,6.992,139.362,179.848
35,0,2729,2689,3,44695848,24.586,3.305,69.989,69.666,57.804,1.156,70.197,6.916,144.649,185.872
36,0,2729,2690,3,44695848,23.437,3.047,64.670,7.943,56.559,1.337,68.197,6.617,137.253,176.343
37,0,2729,2680,3,44695848,24.462,3.362,64.991,7.873,56.951,1.133,70.611,6.625,140.098,180.764
38,0,2729,2675,3,44695848,23.901,3.060,64.945,7.706,56.882,1.221,69.034,6.962,138.261,178.938
39,0,2729,2676,3,44695848,23.436,2.998,238.469,238.106,232.979,1.366,70.853,7.775,313.688,355.326
40,0,2729,2681,3,44695848,23.674,3.086,65.482,65.202,57.899,1.128,69.948,6.952,139.646,179.868
41,0,2729,2683,3,44695848,24.401,3.336,65.527,7.830,57.310,1.354,69.661,6.664,139.881,180.299
42,0,2729,2679,3,44695848,24.330,3.383,64.817,7.923,56.549,1.127,68.539,6.563,137.868,177.923
43,0,2729,2681,3,44695848,23.633,2.980,64.183,7.912,56.118,1.136,70.566,6.647,138.866,178.417
44,0,2729,2679,3,44695848,24.358,3.394,64.734,8.100,56.502,1.134,67.018,6.627,136.282,176.373
45,0,2729,2690,3,44695848,24.158,3.331,65.678,7.927,57.394,1.107,71.072,6.951,141.190,182.138
46,0,2729,2678,3,44695848,23.500,3.053,63.871,7.687,55.861,1.110,69.487,6.946,137.523,177.637
47,0,2729,2682,3,44695848,24.550,3.307,64.500,7.632,56.721,1.461,71.304,6.980,140.575,182.080
48,0,2729,2684,3,44695848,2.989,3.391,64.454,8.103,56.196,1.213,70.547,6.956,139.607,159.199
