step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2595,3,44695848,23.851,3.511,5063.119,5002.480,5056.918,1.450,68.940,6.955,5137.022,5177.468
1,0,2729,2598,3,44695848,23.691,3.364,5061.956,5003.087,5056.428,1.519,68.496,6.998,5135.338,5175.537
2,0,2729,2605,3,44695848,2.682,3.056,5064.795,5002.701,5056.922,1.679,69.492,6.882,5139.024,5158.224
3,0,2729,2590,3,44695848,24.030,3.303,5065.042,5001.964,5056.813,1.705,69.470,6.880,5139.522,5179.768
4,0,2729,2602,3,44695848,3.005,3.410,5065.171,5002.899,5057.104,1.560,68.601,7.857,5138.746,5159.471
5,0,2729,2591,3,44695848,2.942,3.184,5065.431,5002.775,5057.519,1.616,69.358,7.047,5139.591,5159.030
6,0,2729,2583,3,44695848,24.174,3.403,5065.138,5001.879,5057.028,1.729,69.041,6.611,5139.313,5179.296
7,0,2729,2585,3,44695848,3.003,3.219,5064.370,5002.581,5056.552,1.794,45.797,2.803,5115.183,5126.365
8,0,2729,2583,3,44695848,7.612,3.400,5065.109,5002.881,5057.071,1.640,67.813,7.808,5137.965,5163.043
9,0,2729,2608,3,44695848,24.048,3.326,5065.178,5002.607,5057.389,1.339,67.487,6.646,5137.333,5177.386
10,0,2729,2604,3,44695848,24.122,3.403,5064.833,5002.513,5057.123,1.481,67.545,6.622,5137.265,5177.369
11,0,2729,2582,3,44695848,24.172,3.314,5064.581,5002.953,5056.585,1.475,68.757,7.002,5138.130,5178.603
12,0,2729,2590,3,44695848,3.006,3.406,5064.495,5002.913,5056.525,1.479,68.548,7.744,5137.931,5158.624
13,0,2729,2578,3,44695848,24.111,3.347,5064.402,5002.757,5056.424,1.487,69.740,6.734,5138.978,5179.541
14,0,2729,2596,3,44695848,24.091,3.410,5064.252,5002.787,5056.410,1.376,69.281,6.961,5138.321,5178.649
15,0,2729,2565,3,44695848,24.729,3.401,5064.912,5002.349,5057.290,1.617,69.299,6.677,5139.230,5179.874
16,0,2729,2579,3,44695848,2.664,3.035,5065.447,5002.534,5057.665,1.865,67.758,7.674,5138.107,5158.067
17,0,2729,2600,3,44695848,2.616,2.963,5064.942,5002.937,5056.900,1.652,68.581,6.739,5138.140,5157.817
18,0,2729,2586,3,44695848,3.004,3.346,5065.263,5002.903,5057.241,1.741,45.967,2.865,5116.320,5127.649
19,0,2729,2598,3,44695848,2.674,2.989,5065.091,5002.880,5057.110,1.668,68.411,7.812,5138.162,5158.679
20,0,2729,2591,3,44695848,8.158,3.094,5064.351,5002.751,5056.504,1.480,68.651,7.044,5137.579,5162.435
21,0,2729,2590,3,44695848,3.016,3.277,5064.817,5002.009,5056.852,1.358,68.960,7.907,5138.415,5159.013
22,0,2729,2566,3,44695848,24.277,3.403,5064.270,5002.526,5056.546,1.470,67.539,6.677,5136.684,5176.858
23,0,2729,2588,3,44695848,2.996,3.223,5065.469,5002.814,5057.632,1.414,67.512,7.658,5137.620,5157.817
24,0,2729,2591,3,44695848,3.023,3.302,5065.262,5002.917,5057.298,1.555,69.265,7.008,5139.387,5159.328
25,0,2729,2600,3,44695848,24.341,3.367,5064.808,5002.955,5056.852,1.374,69.536,6.932,5139.087,5180.120
26,0,2729,2594,3,44695848,3.011,3.432,5066.006,5002.900,5057.849,1.367,69.157,7.910,5139.964,5161.115
27,0,2729,2591,3,44695848,2.923,3.268,5064.341,5002.478,5056.842,1.544,67.847,6.733,5137.003,5156.145
28,0,2729,2569,3,44695848,2.666,3.106,5063.117,5002.855,5057.591,1.698,38.556,2.784,5106.480,5116.896
29,0,2729,2594,3,44695848,2.681,2.956,5065.341,5002.628,5057.623,1.389,19.363,2.863,5089.052,5099.966
30,0,2729,2596,3,44695848,2.678,3.104,5063.076,5002.937,5057.566,1.509,46.361,2.772,5114.052,5124.591
31,0,2729,2590,3,44695848,2.683,3.044,5065.351,5002.999,5057.409,1.584,46.248,2.765,5116.229,5126.658
32,0,2729,2591,3,44695848,2.641,3.029,5064.547,5002.878,5056.758,1.723,46.024,2.713,5115.325,5125.937
33,0,2729,2566,3,44695848,2.659,3.052,5065.311,5002.900,5057.299,1.698,37.844,2.703,5107.907,5118.263
