step_seq,bucket_seq,n_chunks,recv_count,decision,nbytes,to_bytes_ms,stage_ms,threads_ms,send_ms,recv_ms,finalize_ms,average_ms,from_numpy_ms,total_ms,hook_total_ms
0,0,2729,2457,3,44695848,25.783,3.668,72.271,71.861,63.967,1.699,68.426,9.080,146.066,190.652
1,0,2729,2457,3,44695848,23.824,3.485,237.419,237.047,229.698,1.970,69.418,8.268,312.293,353.905
2,0,2729,2457,3,44695848,2.824,3.412,78.002,77.646,70.083,1.634,69.334,8.279,152.383,173.439
3,0,2729,2457,3,44695848,2.883,3.297,96.208,95.928,88.618,1.638,69.235,8.265,170.380,191.320
4,0,2729,2458,3,44695848,2.813,3.361,142.712,142.385,135.040,1.659,69.013,8.136,216.746,237.366
5,0,2729,2472,3,44695848,3.158,3.509,63.739,7.415,56.003,1.616,69.526,7.432,138.392,159.760
6,0,2729,2459,3,44695848,2.820,3.270,64.430,7.325,56.762,1.661,69.721,7.035,139.083,159.044
7,0,2729,2467,3,44695848,3.100,3.436,63.915,7.643,55.937,1.593,47.069,3.366,116.015,128.053
8,0,2729,2471,3,44695848,2.809,3.282,65.058,7.532,57.404,1.613,68.527,7.097,138.482,158.595
9,0,2729,2459,3,44695848,3.129,3.525,63.976,7.602,56.214,1.661,68.801,7.024,137.965,158.185
10,0,2729,2458,3,44695848,3.125,3.587,64.350,7.710,56.467,2.030,68.204,6.779,138.173,157.868
11,0,2729,2468,3,44695848,3.119,3.520,64.222,7.409,56.474,1.635,68.094,6.759,137.474,157.092
12,0,2729,2463,3,44695848,24.003,3.535,64.290,7.675,56.429,1.634,69.263,7.045,138.724,179.570
13,0,2729,2459,3,44695848,23.996,3.483,64.243,7.368,56.725,1.642,68.957,7.079,138.327,179.030
14,0,2729,2469,3,44695848,24.047,3.529,65.119,7.854,57.097,1.813,68.054,6.720,138.516,178.279
15,0,2729,2462,3,44695848,2.823,3.228,64.199,7.431,56.585,1.901,46.484,2.899,115.815,126.734
16,0,2729,2468,3,44695848,3.135,3.521,63.901,7.738,55.995,1.610,67.224,6.832,136.257,155.999
17,0,2729,2466,3,44695848,2.809,3.234,63.784,7.350,56.113,1.650,69.135,7.042,137.806,157.854
18,0,2729,2457,3,44695848,2.797,3.303,64.607,7.608,56.837,1.908,46.641,2.934,116.462,127.446
19,0,2729,2461,3,44695848,2.829,3.235,64.437,7.577,56.524,1.667,45.300,2.905,114.643,125.484
20,0,2729,2467,3,44695848,3.105,3.592,64.289,7.503,56.621,1.614,68.033,7.053,137.529,158.061
21,0,2729,2463,3,44695848,2.848,3.236,63.998,7.198,56.631,1.656,70.348,7.062,139.241,159.541
22,0,2729,2472,3,44695848,24.162,3.569,64.445,7.417,56.868,1.635,66.924,6.802,136.575,177.004
23,0,2729,2469,3,44695848,2.826,3.223,64.828,64.513,59.260,2.089,46.819,2.978,116.961,127.970
24,0,2729,2462,3,44695848,24.575,3.574,64.845,64.559,59.315,1.607,69.645,7.051,139.672,181.244
25,0,2729,2458,3,44695848,2.852,3.259,110.691,110.402,102.790,1.646,69.071,8.316,184.670,205.653
26,0,2729,2458,3,44695848,3.134,3.567,157.349,157.012,151.863,1.630,69.430,8.168,231.978,253.275
27,0,2729,2467,3,44695848,3.119,3.540,63.960,7.536,56.070,1.815,68.952,6.982,138.269,158.726
28,0,2729,2457,3,44695848,2.856,3.315,85.187,84.852,77.354,1.658,69.351,8.183,159.513,180.552
29,0,2729,2469,3,44695848,23.396,3.194,64.513,7.531,56.852,1.637,68.975,7.014,138.321,178.285
30,0,2729,2458,3,44695848,3.114,3.457,222.696,222.351,215.047,1.840,69.252,8.156,297.248,318.552
31,0,2729,2457,3,44695848,2.803,3.239,173.326,173.045,165.536,1.647,68.988,8.283,247.202,268.090
32,0,2729,2457,3,44695848,2.802,3.253,200.085,199.737,193.621,1.659,19.074,2.990,224.073,235.055
33,0,2729,2457,3,44695848,24.084,3.279,130.658,130.335,123.209,1.649,69.207,8.165,204.795,246.893
34,0,2729,2471,3,44695848,2.836,3.304,64.178,7.830,56.620,1.590,69.274,7.016,138.347,158.629
35,0,2729,2457,3,44695848,3.114,3.524,263.354,263.063,255.668,1.596,69.338,8.238,337.814,359.058
36,0,2729,2465,3,44695848,2.802,3.266,63.510,63.223,57.952,1.677,46.391,2.973,114.846,125.920
37,0,2729,2457,3,44695848,25.821,3.634,83.749,83.442,76.123,1.643,68.860,8.058,157.888,201.782
38,0,2729,2458,3,44695848,2.837,3.286,196.994,196.687,189.161,1.736,19.916,2.914,221.934,232.813
39,0,2729,2470,3,44695848,24.260,3.469,64.840,7.662,56.826,1.668,72.408,7.593,142.388,184.107
40,0,2729,2458,3,44695848,3.128,3.561,210.410,210.047,202.435,1.655,72.055,9.087,287.683,309.853
41,0,2729,2457,3,44695848,3.083,3.473,71.503,71.198,63.746,1.898,71.859,9.081,148.735,170.648
42,0,2729,2468,3,44695848,2.827,3.295,64.078,34.227,58.594,1.666,72.361,8.040,141.402,162.566
43,0,2729,2461,3,44695848,4.414,4.487,65.546,65.226,57.829,1.648,47.225,3.232,118.908,131.960
44,0,2729,2468,3,44695848,3.116,3.654,63.816,7.682,56.011,1.631,70.113,8.423,139.216,161.538
45,0,2729,2471,3,44695848,3.120,3.430,63.851,7.410,56.277,1.600,71.476,8.243,140.358,162.434
46,0,2729,2457,3,44695848,2.844,3.305,258.137,257.784,252.625,1.972,71.289,9.021,334.705,356.394
47,0,2729,2457,3,44695848,3.078,3.491,106.169,105.866,98.356,1.615,71.801,9.482,183.077,205.333
48,0,2729,2457,3,44695848,2.787,3.287,231.343,231.011,223.609,1.631,46.574,3.261,282.836,294.255
49,0,2729,2458,3,44695848,4.038,3.297,127.932,127.579,122.116,1.676,19.841,3.156,152.749,165.042
50,0,2729,2469,3,44695848,24.064,3.266,64.742,7.546,57.042,1.655,72.090,8.117,141.755,183.884
51,0,2729,2466,3,44695848,3.030,3.448,63.902,7.537,56.217,1.669,69.916,7.350,138.936,160.401
52,0,2729,2467,3,44695848,2.980,3.403,63.657,7.374,58.052,1.680,69.682,7.431,138.425,160.024
53,0,2729,2457,3,44695848,2.642,3.171,134.802,134.534,127.194,1.679,69.248,8.173,208.903,229.752
54,0,2729,2461,3,44695848,2.622,3.170,64.828,7.593,57.083,1.643,70.426,6.918,140.069,160.358
55,0,2729,2470,3,44695848,2.630,3.119,63.719,7.543,58.247,1.578,46.136,2.799,114.553,125.368
56,0,2729,2469,3,44695848,2.625,9.633,64.024,7.361,56.323,1.612,45.164,2.795,120.435,130.973
57,0,2729,2462,3,44695848,2.662,3.173,64.020,63.678,56.117,1.975,68.665,8.152,137.835,158.997
58,0,2729,2457,3,44695848,2.624,3.108,211.908,211.596,204.447,1.642,45.099,3.215,261.760,273.185
59,0,2729,2457,3,44695848,24.434,3.372,65.339,7.932,57.265,1.649,70.483,6.925,140.845,182.451
60,0,2729,2470,3,44695848,2.987,3.399,63.721,7.503,56.127,1.604,69.465,7.354,138.192,159.430
61,0,2729,2468,3,44695848,2.618,3.132,64.573,7.539,56.871,1.586,45.700,2.794,114.993,125.802
62,0,2729,2457,3,44695848,2.641,3.162,172.520,172.199,165.053,1.645,45.295,2.712,222.623,233.117
63,0,2729,2457,3,44695848,2.612,3.041,173.261,172.941,165.740,1.636,68.544,8.266,246.485,267.290
64,0,2729,2457,3,44695848,23.574,3.112,337.039,336.687,329.381,1.762,69.298,8.336,411.213,452.658
65,0,2729,2457,3,44695848,24.658,3.034,452.714,452.340,444.848,1.795,68.826,8.381,526.371,569.041
66,0,2729,2458,3,44695848,2.636,3.188,258.527,258.187,251.001,1.910,69.568,8.111,333.195,354.030
67,0,2729,2457,3,44695848,2.629,3.128,168.617,168.330,160.678,1.661,18.406,2.714,191.814,202.455
68,0,2729,2457,3,44695848,2.650,3.183,193.647,193.336,185.984,1.822,68.471,8.345,267.126,288.077
69,0,2729,2457,3,44695848,2.667,3.136,130.240,129.936,122.523,1.618,69.521,8.093,204.517,225.487
70,0,2729,2457,3,44695848,2.647,3.214,144.132,143.827,136.359,1.630,69.666,8.267,218.645,239.523
71,0,2729,2459,3,44695848,2.644,3.086,64.812,7.520,57.157,1.681,70.452,6.938,140.034,160.041
72,0,2729,2457,3,44695848,24.104,3.443,64.648,7.555,56.742,1.663,69.349,6.972,139.105,179.929
73,0,2729,2457,3,44695848,2.603,3.057,196.601,196.227,188.721,1.667,18.542,2.771,219.871,230.394
74,0,2729,2457,3,44695848,24.365,3.438,65.479,7.666,57.441,1.788,70.043,6.941,140.751,182.039
75,0,2729,2457,3,44695848,2.651,3.147,120.234,119.913,112.644,1.640,69.498,8.134,194.521,215.368
76,0,2729,2466,3,44695848,23.519,3.121,64.262,7.414,56.697,1.620,69.357,6.921,138.362,178.410
