idx,drop_rate,transport,timeout_ms,rc,final_loss,mean_iter_ms,cell_dir
0,0,semirdma,50,0,2.028136,834.49,/users/chen123/SemiRDMA/experiments/results/phase4_p1_post_hybrid_delete/20260424_110659/cell_00_drop0_semirdma_t50
1,0.01,semirdma,50,0,2.103307,819.34,/users/chen123/SemiRDMA/experiments/results/phase4_p1_post_hybrid_delete/20260424_110659/cell_01_drop0.01_semirdma_t50
